id,order_id, bankOrderNumber, bankOrderId, url, response,amount, created_at, updated_at, status
2853, 4202, 42021733044349, 03bb5379-be60-7e6c-bbca-306f018fb2e2, https: //payment.alfabank.ru/payment/merchants/ecom2/payment_ru.html?mdOrder=03bb5379-be60-7e6c-bbca-306f018fb2e2,,5515.00,2024-12-01 13:12:29,2024-12-01 13:12:29,0
2852, 4202, 42021733044090, 03bb4fb3-c743-75b6-9043-ecef018fb2e2, https: //payment.alfabank.ru/payment/merchants/ecom2/payment_ru.html?mdOrder=03bb4fb3-c743-75b6-9043-ecef018fb2e2,"{""errorCode"":""0"",""errorMessage"":""Успешно"",""orderNumber"":""42021733044090"",""orderStatus"":6,""actionCode"":-2014,""actionCodeDescription"":""Операция отклонена. Проверьте введённые данные, достаточность средств на карте и повторите операцию."",""amount"":601500,""currency"":""810"",""date"":1733044090315,""orderDescription"":"""",""merchantOrderParams"":[],""transactionAttributes"":[{""name"":""merchantIp"",""value"":""77.222.53.40""}],""attributes"":[{""name"":""mdOrder"",""value"":""03bb4fb3-c743-75b6-9043-ecef018fb2e2""}],""terminalId"":""80258550"",""paymentAmountInfo"":{""paymentState"":""DECLINED"",""approvedAmount"":0,""depositedAmount"":0,""refundedAmount"":0,""feeAmount"":0,""totalAmount"":601500},""bankInfo"":{""bankCountryCode"":""UNKNOWN"",""bankCountryName"":""<Неизвестно>""},""chargeback"":false,""paymentWay"":""CARD""}",6015.00,2024-12-01 13:08:10,2024-12-01 13:50:10,-2014

